bay_id,lat,lon,has_restriction_data
65331,-37.812063040805526,144.96267921897072,False
65330,-37.81204382572085,144.9627452650395,False
65329,-37.81202477593277,144.9628107705015,False
65326,-37.81196893799029,144.96300295918434,True
65311,-37.81156591098831,144.96438764053093,True
65344,-37.8117512388985,144.96442650276526,False
65357,-37.81204266636885,144.96342518684446,False
65360,-37.81209852205119,144.9632332900065,False
65064,-37.809902739158495,144.97038501828393,True
65243,-37.81110658088606,144.9665902806151,True
65212,-37.81090906486972,144.96662346197735,True
65246,-37.81118857409355,144.966312811513,True
65228,-37.811225053881486,144.9655525737132,True
65227,-37.81120264052758,144.9656285162551,True
65219,-37.81105275683377,144.96613649934432,True
65027,-37.80979985259617,144.9704046020691,True
65024,-37.80973872185618,144.97061187394345,True
